id	descricao	nome	unidade	preco	preco_venda	atacado	preco_atacado	Qtde_Atacado	preco_promocao	data_Promocao	inicio_promocao	ICMS	NCM	CTS	estoque	estoqueminimo	ctrlEstoque	vender_inteiro	pro_individual	UsarBalanca	grupo	Subgrupo	marca	categoria	temanho	ForaDeUso	Validade	TipoRelatorio	Lucro	comissao	foto	obs	fornecedor	idFornecedor	status	cozinha	idcategoria	CriaBotao	imagem	grade	obsText
102	TIRA LIMO 1 LITRO	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	26/06/2024	26/06/2024	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
103	TIRA LIMO 2 LITROS	NULL	UNID	0.00	25.00	25.00	25.000	0	0.00	26/06/2024	26/06/2024	NULL	0	0	12.000	5.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	25.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
104	TIRA LIMO 5 LITROS	NULL	UNID	0.00	49.90	49.90	49.900	0	0.00	26/06/2024	26/06/2024	NULL	0	0	0.000	5.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	49.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
105	DETERGENTE NEUTRO 1 LITRO	NULL	UNID	5.00	5.50	5.50	5.500	0	0.00	26/06/2024	26/06/2024	NULL	0	0	1.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
106	DETERGENTE NEUTRO 2 LITROS	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	26/06/2024	26/06/2024	NULL	0	0	0.000	5.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
107	DETERGENTE NEUTRO 5 LITROS	NULL	UNID	0.00	18.80	18.80	18.800	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	18.80	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
110	LIMPA ALUMINIO 500ML	NULL	UNID	0.00	7.00	7.00	7.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	5.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.00	0.00	NULL			0	0	0	3	1	110.jpg	0	NULL
111	LIMPA ALUMINIO 1 LITRO	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	4.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
112	LIMPA ALUMINIO 2 LITROS	NULL	UNID	0.00	18.00	18.00	18.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	1.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	18.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
113	LIMPA ALUMINIO 5 LITROS	NULL	UNID	0.00	35.90	35.90	35.900	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	35.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
114	LIMPA AZULEJO MADEIRA	NULL	UNID	6.50	15.00	15.00	15.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.50	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
115	LIMPA AZULEJO PLASTICO	NULL	UNID	6.00	18.00	18.00	18.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
116	LIMPA VIDROS COM CABO	NULL	UNID	6.00	18.00	18.00	18.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	2.000	5.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
118	RODO PIA	NULL	UNID	0.00	4.00	4.00	4.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.00	0.00	NULL			0	0	0	3	1	118.jpg	0	NULL
119	PA┬ü DE LIXO DE MAãÆO	NULL	UNID	0.00	5.00	5.00	5.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	4.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.00	0.00	NULL			0	0	0	3	1	119.jpg	0	NULL
121	DESINTUPIDOR DE PIA	NULL	UNID	0.00	6.00	6.00	6.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	9.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
122	PA DE LIXO COM CABO	NULL	UNID	4.20	12.00	12.00	12.000	0	0.00	04/07/2024	04/07/2024	NULL	0	0	0.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.80	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
123	VALOR ADICIONAL	NULL	UNID	10.00	10.00	10.00	0.000	0	0.00	NULL	NULL	0.00	0	0	10.000	1.000	0	0	1	0	NULL	NULL	NULL	NULL	NULL	SIM	NULL	NULL	NULL	NULL	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
124	LIMPA PORCELANATO 500ML	NULL	UNID	0.00	7.50	7.50	7.500	0	0.00	28/06/2024	28/06/2024	NULL	0	0	3.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.50	0.00	NULL			0	0	0	3	1	124.jpg	0	NULL
125	VARAL N 10	NULL	UNID	2.50	5.00	5.00	5.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	2.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	2.50	0.00	NULL			0	0	0	3	1	125.jpg	0	NULL
126	LUVA LATEX M	NULL	UNID	3.50	8.90	8.90	8.900	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.40	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
127	LUVA LATEX G	NULL	UNID	3.50	8.90	8.90	8.900	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.40	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
128	PRENDEDOR PLASTICO	NULL	UNID	1.90	3.00	3.00	3.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	2.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.10	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
129	PRENDEDOR MADEIRA PEQUENO	NULL	UNID	1.50	2.50	2.50	2.500	0	0.00	28/06/2024	28/06/2024	NULL	0	0	7.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
130	PRENDEDOR MADEIRA GRANDE	NULL	UNID	2.50	4.00	4.00	4.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
131	BUCHA LAVA LOUAÔÇíAS	NULL	UNID	0.80	2.50	2.50	2.500	0	0.00	28/06/2024	28/06/2024	NULL	0	0	12.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.70	0.00	NULL			0	0	0	3	1	131.jpg	0	NULL
132	BUCHA INOX	NULL	UNID	1.98	4.00	4.00	4.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	2.02	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
133	ESCOVA ROUPA MADEIRA	NULL	UNID	5.80	5.80	5.80	5.800	0	0.00	28/06/2024	28/06/2024	NULL	0	0	0.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
134	ESCOVA ROUPAS PLASTICO ANATOMICA	NULL	UNID	3.00	5.20	5.20	5.200	0	0.00	28/06/2024	28/06/2024	NULL	0	0	1.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	2.20	0.00	NULL			0	0	0	3	1	134.jpg	0	NULL
135	ESCOVA ROUPAS COM ALAÔÇíA	NULL	UNID	4.00	7.90	5.20	7.900	0	0.00	28/06/2024	28/06/2024	NULL	0	0	2.000	5.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
136	BALDE PEDREIRO 8 LITROS	NULL	UNID	6.60	15.00	15.00	15.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	1.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.40	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
137	BACIA 12 LITROS	NULL	UNID	0.00	15.00	15.00	15.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	4.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	15.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
138	BACIA 18 LITROS	NULL	UNID	0.00	25.00	25.00	25.000	0	0.00	28/06/2024	28/06/2024	NULL	0	0	6.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	25.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
139	SACO DE LIXO 20 LTS 10UN	NULL	UNID	2.00	5.00	5.00	5.000	0	0.00	15/07/2026	15/07/2026	NULL	0	0	51.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
141	VASSOURA POP	NULL	UNID	6.00	16.00	16.00	16.000	0	0.00	14/10/2024	14/10/2024	NULL	0	0	0.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
143	VASSOURA AQUARELA	NULL	UNID	0.00	24.00	24.00	24.000	0	0.00	14/10/2024	14/10/2024	NULL	0	0	7.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	24.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
146	VASSOURA CANTO	NULL	UNID	9.00	21.00	21.00	21.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	3.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	146.jpg	0	NULL
147	VASSOURA PELO PANDA	NULL	UNID	6.00	13.00	13.00	13.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
148	VASSOURA RAVENA	NULL	UNID	0.00	19.00	19.00	19.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	2.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	19.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
149	VASSOURA ESFREGA FORTE	NULL	UNID	7.50	18.00	18.00	18.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	1.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.50	0.00	NULL			0	0	0	3	1	149.jpg	0	NULL
150	RODO PLASTICO 30CM	NULL	UNID	4.00	16.00	16.00	16.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	2.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
151	RODO PLASTICO 40CM	NULL	UNID	4.80	18.00	18.00	18.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	5.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	13.20	0.00	NULL			0	0	0	3	1	151.jpg	0	NULL
152	RODO PLASTICO 60CM	NULL	UNID	0.00	22.00	22.00	22.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	1.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	22.00	0.00	NULL			0	0	0	3	1	152.jpg	0	NULL
154	VASSOURA TROPICANA	NULL	UNID	8.50	19.00	19.00	19.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.50	0.00	NULL			0	0	0	3	1	154.jpg	0	NULL
155	LIMPA AZULEJO REFIL PLASTICO	NULL	UNID	6.00	12.00	12.00	12.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	0.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
157	DESINTUPIDOR W.C	NULL	UNID	9.50	9.50	9.50	9.500	0	0.00	02/07/2024	02/07/2024	NULL	0	0	2.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
160	SACO DE LIIXO 40LTS 10UNI	NULL	UNID	5.50	5.50	5.50	5.500	0	0.00	02/07/2024	02/07/2024	NULL	0	0	108.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
162	SACO DE LIXO 60 LTS 10 UN	NULL	UNID	4.20	10.00	10.00	10.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	48.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.80	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
164	SACO DE LIXO 100 5UNI	NULL	UNID	3.90	13.00	13.00	13.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	10.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.10	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
169	SACO DE LIXO 40 LTS 10UN	NULL	UNID	3.00	8.00	8.00	8.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	10.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
171	ODORIZANTE PARA CARRO MELANCIA (ROSA)	NULL	UNID	4.00	10.00	10.00	10.000	0	0.00	02/07/2024	02/07/2024	NULL	0	0	13.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
172	CLORO ATACADO	NULL	UNID	3.85	3.85	3.85	3.850	0	0.00	03/07/2024	03/07/2024	NULL	0	0	2.140	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
173	PASSA CERA	NULL	UNID	7.00	21.00	18.00	18.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	0.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	14.00	0.00	NULL			0	0	0	3	1	173.jpg	0	NULL
174	ALCOOL 70 2L	NULL	UNID	22.00	28.00	28.00	28.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	174.jpg	0	NULL
175	A┬üLCOOL 70 5 LITROS	NULL	UNID	49.50	60.00	60.00	60.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
176	ALCOOL 96 1L	NULL	UNID	16.00	20.00	20.00	20.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
177	ALCOOL 96 2L	NULL	UNID	25.00	35.00	35.00	35.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	2.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
178	ALCOOL 96 5L	NULL	UNID	55.00	70.00	70.00	70.000	0	0.00	03/07/2024	03/07/2024	NULL	0	0	4.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	15.00	0.00	NULL			0	0	0	3	1	178.jpg	0	NULL
179	REMOVEDOR 500ML	NULL	UNID	15.00	20.00	20.00	20.000	0	0.00	04/07/2024	04/07/2024	NULL	0	0	4.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
180	NEW 3/5	NULL	UNID	5.00	5.00	5.00	5.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
183	SHAMPOO COM CERA 5 LITROS	NULL	UNID	25.90	25.90	25.90	25.900	0	0.00	06/07/2024	06/07/2024	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	SIM	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
185	PANO ALVEJADO/XADREZ	NULL	UNID	2.50	5.90	5.90	5.900	0	0.00	06/07/2024	06/07/2024	NULL	0	0	20.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.40	0.00	NULL			0	0	0	3	1	185.jpg	0	NULL
187	AMACIANTE CONFORTO 5L	NULL	UNID	5.02	20.00	20.00	20.000	0	0.00	06/07/2024	06/07/2024	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	14.98	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
188	SACO DE LIXO 100 REF 5UN	NULL	UNID	9.30	18.50	18.50	18.500	0	0.00	06/07/2024	06/07/2024	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	10	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.20	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
190	SABAO LIQUIDO ARIEX 5L	NULL	UNID	9.89	29.90	29.90	29.900	0	0.00	11/07/2024	11/07/2024	NULL	0	0	-1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	20.01	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
198	CREOLINA 5L	NULL	UNID	0.00	24.90	7.00	7.000	0	0.00	18/07/2024	18/07/2024	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	24.90	0.00	NULL			0	0	0	3	1	198.jpg	0	NULL
199	CREOLINA 2L	NULL	UNID	7.00	13.00	13.00	13.000	0	0.00	18/07/2024	18/07/2024	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
200	CABO MADEIRA 1,2M AVULSO	NULL	UNID	0.00	6.00	6.00	6.000	0	0.00	18/07/2024	18/07/2024	NULL	0	0	2.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
202	PERFUME PARA ROUPA AMACIEX 2L	NULL	UNID	0.00	22.00	22.00	22.000	0	0.00	20/07/2024	20/07/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	22.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
203	LIMPA CONCRETO 2LTS	NULL	UNID	0.00	15.00	16.00	15.000	0	0.00	20/07/2024	20/07/2024	NULL	0	0	6.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	15.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
204	PROMOAÔÇíAO 45,00	NULL	UNID	45.00	45.00	45.00	45.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
207	PERFUME PARA ROUPA AMACIEX 5L	NULL	UNID	0.00	39.50	39.50	39.500	0	0.00	29/07/2024	29/07/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	39.50	0.00	NULL			0	0	0	3	1	207.jpg	0	NULL
209	TAXA ENTREGA	NULL	UNID	0.00	5.00	5.00	5.000	0	0.00	03/08/2024	03/08/2024	NULL	0	0	98.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
210	AGUA SANITARIA ATACADO	NULL	UNID	0.00	1.50	1.50	1.500	0	0.00	06/08/2024	06/08/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
211	ALCOOL 70 2 LITROS	NULL	UNID	0.00	26.00	26.00	26.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	SIM	NULL	NULL	26.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
214	PEDRA SANITARIA	NULL	UNID	1.10	3.00	3.00	3.000	0	0.00	11/03/2025	11/03/2025	NULL	0	0	22.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
217	ALCOOL 70 1L	NULL	UNID	0.00	15.00	15.00	15.000	0	0.00	28/03/2026	28/03/2026	NULL	0	0	11.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	15.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
221	LUSTRA MOVEIS 500ML	NULL	UNID	3.76	11.00	11.00	11.000	0	0.00	26/08/2024	26/08/2024	NULL	0	0	6.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.24	0.00	NULL			0	0	0	3	1	221.jpg	0	NULL
222	ANTI MOFO 500ML	NULL	UNID	4.87	11.00	11.00	11.000	0	0.00	26/08/2024	26/08/2024	NULL	0	0	6.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.13	0.00	NULL			0	0	0	3	1	222.jpg	0	NULL
225	BALDE 10L	NULL	UNID	4.80	12.00	12.00	12.000	0	0.00	30/06/2025	30/06/2025	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.20	0.00	NULL			0	0	0	3	1	225.jpg	0	NULL
237	LIMPA COURO	NULL	UNID	0.00	14.00	14.00	14.000	0	NULL	NULL	NULL	NULL	0	0	4.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	14.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
