id	descricao	nome	unidade	preco	preco_venda	atacado	preco_atacado	Qtde_Atacado	preco_promocao	data_Promocao	inicio_promocao	ICMS	NCM	CTS	estoque	estoqueminimo	ctrlEstoque	vender_inteiro	pro_individual	UsarBalanca	grupo	Subgrupo	marca	categoria	temanho	ForaDeUso	Validade	TipoRelatorio	Lucro	comissao	foto	obs	fornecedor	idFornecedor	status	cozinha	idcategoria	CriaBotao	imagem	grade	obsText
241	ANIL	NULL	UNID	14.00	14.00	14.00	14.000	0	0.00	30/10/2025	30/10/2025	NULL	0	0	6.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
242	SAPONEO	NULL	UNID	0.00	6.00	6.00	6.000	0	NULL	NULL	NULL	NULL	0	0	15.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
244	MARIDAO CONCENTRADO	NULL	UNID	0.00	25.00	25.00	25.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	25.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
246	LIMPA CONCRETO 1L	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	25/03/2025	25/03/2025	NULL	0	0	31.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
249	AROMATIZADOR DE AMBIENTE	NULL	UNID	0.00	12.00	12.00	12.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	SIM	NULL	NULL	12.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
251	LIMPA CANIL 2 LITROS	NULL	UNID	1.90	10.00	10.00	10.000	0	0.00	21/12/2024	21/12/2024	NULL	0	0	7.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.10	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
254	DETERGENTE NEUTRO ATACADO	NULL	UNID	0.00	3.00	3.00	3.000	0	0.00	08/12/2025	08/12/2025	NULL	0	0	101.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
255	FLANELA LARANJA MEDIA	NULL	UNID	0.00	6.50	6.50	6.500	0	0.00	10/06/2026	10/06/2026	NULL	0	0	8.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
260	PANO DE PIA	NULL	UNID	0.00	3.00	3.00	3.000	0	NULL	NULL	NULL	NULL	0	0	21.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
262	REVITALIZADOR	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	14/10/2024	14/10/2024	NULL	0	0	3.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
263	VASSOURA SOFT	NULL	UNID	0.00	17.00	17.00	17.000	0	0.00	14/10/2024	14/10/2024	NULL	0	0	2.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	17.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
266	NAFTALINA	NULL	UNID	3.50	3.50	3.50	3.500	0	0.00	23/10/2024	23/10/2024	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
267	LUVA P	NULL	UNID	0.00	7.50	7.50	7.500	0	NULL	NULL	NULL	NULL	0	0	6.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.50	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
274	VEJAX CONCENTRADO	NULL	UNID	0.00	20.00	20.00	20.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	20.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
276	LIMPA CANIL 5L	NULL	UNID	13.80	20.00	20.00	20.000	0	0.00	21/01/2026	21/01/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.20	0.00	NULL			0	0	0	3	1	276.jpg	0	NULL
281	ESCOVA SANITARIA	NULL	UNID	14.90	14.90	14.90	14.900	0	0.00	13/11/2025	13/11/2025	NULL	0	0	1.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
283	LIXEIRA	NULL	UNID	0.00	39.90	39.90	39.900	0	0.00	21/11/2024	21/11/2024	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	39.90	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
285	GEL SANITARIO	NULL	UNID	2.45	4.00	4.00	4.000	0	0.00	11/08/2026	11/08/2026	NULL	0	0	14.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.55	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
286	ODORIZANTE DE AMBIENTE BIXINHO	NULL	UNID	3.70	13.00	13.00	13.000	0	0.00	11/08/2026	11/08/2026	NULL	0	0	4.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.30	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
287	AROMATIZANTE	NULL	UNID	0.00	15.00	15.00	15.000	0	0.00	13/06/2026	13/06/2026	NULL	0	0	7.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	15.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
288	AROMATIZANTE DIFUSOR	NULL	UNID	0.00	18.00	18.00	18.000	0	0.00	02/03/2026	02/03/2026	NULL	0	0	6.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	18.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
289	PA EXTRA	NULL	UNID	0.00	9.90	9.90	9.900	0	NULL	NULL	NULL	NULL	0	0	30.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
291	LIMPA BAU 1 LITRO	NULL	UNID	2.63	8.00	8.00	8.000	0	0.00	11/06/2026	11/06/2026	NULL	0	0	0.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	5.37	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
294	REMOVEDOR 2L	NULL	UNID	0.00	70.00	70.00	70.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	70.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
299	DESINFETANTE MAMAE BEBE 2 LITROS	NULL	UNID	1.93	6.50	6.50	6.500	0	0.00	11/06/2026	11/06/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.57	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
300	DESINFETANTE JASMIN 5 LITROS	NULL	UNID	4.12	11.50	11.50	11.500	0	0.00	11/06/2026	11/06/2026	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.38	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
307	CONCENTRATO UBATUBA	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	12/01/2026	12/01/2026	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
308	BARRILHA 1 KILO	NULL	UNID	0.00	20.00	20.00	20.000	0	0.00	02/06/2025	02/06/2025	NULL	0	0	3.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	20.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
315	GATILHO COM EMBALAGEM	NULL	UNID	0.00	9.90	9.90	9.900	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
316	CANETAO QUADRO BRANCO	NULL	UNID	0.00	9.90	9.90	9.900	0	NULL	NULL	NULL	NULL	0	0	4.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
317	ALCOOL GEL 5L	NULL	UNID	0.00	66.00	66.00	66.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	66.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
321	LIMPA TETO	NULL	UNID	0.00	24.00	24.00	24.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	24.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
323	LIMPA VIDROS 500ML	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	04/08/2026	04/08/2026	NULL	0	0	8.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	323.jpg	0	NULL
328	MATA INSETO 500ML C GATILHO	NULL	UNID	3.00	15.00	15.00	15.000	0	0.00	24/12/2025	24/12/2025	NULL	0	0	3.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
333	BACIA 40LTS	NULL	UNID	0.00	39.90	39.90	39.900	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	39.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
334	BALDE 30LTS	NULL	UNID	0.00	39.90	39.90	39.900	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	39.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
335	CESTO TELADO 60LTS	NULL	UNID	0.00	49.90	49.90	49.900	0	0.00	06/08/2026	06/08/2026	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	49.90	0.00	NULL			0	0	0	3	1	335.jpg	0	NULL
337	DESINFETANTE JASMIN 2 LITROS	NULL	UNID	1.93	6.50	6.50	6.500	0	0.00	17/02/2025	17/02/2025	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.57	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
341	ESFREGAãÆO GARI	NULL	UNID	0.00	56.00	56.00	56.000	0	0.00	11/08/2026	11/08/2026	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	56.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
345	REGADOR	NULL	UNID	0.00	19.90	19.90	19.900	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	19.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
346	ALCOOL GEL 500 ML	NULL	UNID	0.00	12.00	12.00	12.000	0	0.00	31/03/2025	31/03/2025	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.00	0.00	NULL			0	0	0	3	1	346.jpg	0	NULL
347	CAIXA ACOPLADA	NULL	UNID	0.00	8.90	8.90	8.900	0	NULL	NULL	NULL	NULL	0	0	10.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
348	PANO MICROFIBRA	NULL	UNID	0.00	9.90	9.90	9.900	0	0.00	02/04/2025	02/04/2025	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	9.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
351	LIMPA CARPETE	NULL	UNID	6.00	6.00	6.00	6.000	0	0.00	26/04/2025	26/04/2025	NULL	0	0	1.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
354	SALADEIRA COM TAMPA	NULL	UNID	0.00	21.90	21.90	21.900	0	0.00	30/06/2025	30/06/2025	NULL	0	0	3.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	21.90	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
355	LIXEIRINHA	NULL	UNID	0.00	8.00	8.00	8.000	0	0.00	01/07/2025	01/07/2025	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
378	BUCHA DE BANHO	NULL	UNID	1.18	6.00	6.00	6.000	0	0.00	25/06/2024	25/06/2024	NULL	0	0	4.000	0.000	2	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.82	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
379	SACOS DE 200LTS	NULL	UNID	25.00	25.00	25.00	25.000	0	0.00	25/06/2024	25/06/2024	NULL	0	0	3.000	0.000	2	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
381	AGUA SANITARIA 5 LITROS	NULL	UNID	11.00	11.00	11.00	11.000	0	0.00	25/06/2024	25/06/2024	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
386	LIMPA CONCRETO 5L	NULL	UNID	0.00	110.00	110.00	110.000	0	0.00	29/05/2026	29/05/2026	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	110.00	0.00	NULL			0	0	0	3	1	386.jpg	0	NULL
389	BALDE 15L	NULL	UNID	0.00	20.00	20.00	20.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	20.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
390	VASSOURA GRAN MESTRA	NULL	UNID	0.00	24.00	24.00	24.000	0	0.00	30/04/2026	30/04/2026	NULL	0	0	6.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	24.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
394	VASSOURA PIAAÔÇíAVA GLOBO	NULL	UNID	0.00	22.00	22.00	22.000	0	0.00	15/06/2026	15/06/2026	NULL	0	0	6.000	0.000	1	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	22.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
397	PEDRA ANTIMOFO	NULL	UNID	1.93	4.00	4.00	4.000	0	0.00	29/08/2025	29/08/2025	NULL	0	0	10.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	2.07	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
398	TIRA MANCHA DE ROUPA	NULL	UNID	13.00	13.00	13.00	13.000	0	0.00	30/07/2025	30/07/2025	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
399	AGUA SANITARIA 2 LITROS	NULL	UNID	2.01	6.00	6.00	6.000	0	0.00	03/09/2025	03/09/2025	NULL	0	0	7.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	3.99	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
407	SILICONE 250GR	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	20/10/2025	20/10/2025	NULL	0	0	4.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
411	SHAMPOO COM CERA 5 LITROS	NULL	UNID	18.63	40.00	40.00	40.000	0	0.00	22/11/2025	22/11/2025	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	21.37	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
412	LIMPA PAINEL 500 ML	NULL	UNID	9.90	9.90	9.90	9.900	0	0.00	03/12/2025	03/12/2025	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	412.jpg	0	NULL
413	SOLUPAM ATACADO	NULL	UNID	3.00	4.00	4.00	4.000	0	0.00	09/12/2025	09/12/2025	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
415	VARRE TETO	NULL	UNID	47.00	47.00	47.00	47.000	0	0.00	11/12/2025	11/12/2025	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
416	VASSOURA DE BRUXA	NULL	UNID	25.00	45.90	45.90	45.900	0	0.00	22/12/2025	22/12/2025	NULL	0	0	3.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	20.90	0.00	NULL			0	0	0	3	1	416.jpg	0	NULL
417	SABAO QUEROSENE 2 LITROS	NULL	UNID	15.00	15.00	15.00	15.000	0	0.00	09/01/2026	09/01/2026	NULL	0	0	0.000	0.000	0	0	1	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
418	SACO 5 UNIDADE REFORAÔÇíADO	NULL	UNID	12.50	12.50	12.50	12.500	0	0.00	15/01/2026	15/01/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
419	SABAO CASEIRO 350 GR	NULL	UNID	5.00	5.00	5.00	5.000	0	0.00	21/01/2026	21/01/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
422	VASSOURA VERONA PLUS	NULL	UNID	7.80	19.00	16.00	19.000	0	0.00	28/01/2026	28/01/2026	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	11.20	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
423	PERCABONATO 1KG	NULL	UNID	0.00	25.00	25.00	25.000	0	0.00	30/01/2026	30/01/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	25.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
424	DESENGRAXANTE	NULL	UNID	16.50	16.50	16.50	16.500	0	0.00	07/02/2026	07/02/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
430	DESINGRAXANTE 2 LITROS	NULL	UNID	14.50	16.00	16.00	16.000	0	0.00	17/03/2026	17/03/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	1.50	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
439	DESINGRAXANTE 5 LITROS	NULL	UNID	0.00	35.00	35.00	35.000	0	0.00	04/05/2026	04/05/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	35.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
440	KIT PROMOCIONAL 50 REAIS	NULL	UNID	0.00	50.00	50.00	50.000	0	0.00	08/05/2026	08/05/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	50.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
441	PERCARBONATO 500GR	NULL	UNID	7.00	15.00	15.00	15.000	0	0.00	04/06/2026	04/06/2026	NULL	0	0	4.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.00	0.00	NULL			0	0	0	3	1	441.jpg	0	NULL
427428	TAPETE	NULL	UNID	13.00	13.00	13.00	13.000	0	0.00	21/02/2026	21/02/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	0.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
427430	PERFUME PARA ROUPA AMACIEX 1L	NULL	UNID	0.00	12.50	12.50	12.500	0	0.00	08/06/2026	08/06/2026	NULL	0	0	0.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	12.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427431	FLANELA BRANCA MEDIA	NULL	UNID	0.00	6.50	6.50	6.500	0	0.00	10/06/2026	10/06/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427432	VEJAX MULTIUSO SPARKLING 2 LITROS	NULL	UNID	4.00	12.00	12.00	12.000	0	0.00	11/06/2026	11/06/2026	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427433	VEJAX MULTIUSO SPARKLING 1 LITRO	NULL	UNID	2.50	7.00	7.00	7.000	0	0.00	11/06/2026	11/06/2026	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	4.50	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427434	ODORIZANTE PARA CARRO TROUSSARDI (AZUL)	NULL	UNID	4.00	10.00	10.00	10.000	0	0.00	11/06/2026	11/06/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	6.00	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427440	AMACIANTE DOWNIE 5L	NULL	UNID	5.02	25.00	25.00	25.000	0	0.00	30/06/2026	30/06/2026	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	19.98	0.00	NULL			0	0	0	3	1	427440.jpg	0	NULL
427441	ALCOOL PERFUMADO MAAÔÇíA CANELA 5 LITROS	NULL	UNID	0.00	19.90	19.90	19.900	0	0.00	04/07/2026	04/07/2026	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	19.90	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427442	MTC 5LTS	NULL	UNID	0.00	110.00	110.00	110.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	110.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
